user_id,age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
b45ef6557f4ed3d7,25,M,Village,Premium Membership,2015-06-17,No,Credit/Debit Card Offers,Both,Fiber_Optic,03:06:43,12,0.0,10340.96,16.0,735.18,Yes,No,No,Not Applicable,User Friendly Website,0
86e8d170f17c69f2,47,M,,No Membership,2015-09-11,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,02:47:48,14,32.44,15439.54,21.0,1176.5342490273133,No,Yes,Yes,Unsolved,Poor Customer Service,1
866bce49c2191b9a,56,M,,Gold Membership,2015-04-25,No,Without Offers,Smartphone,Fiber_Optic,00:09:27,4,51.55,48384.04,25.0,397.83512682635046,Yes,No,No,Not Applicable,Poor Website,0
886de796888d4f77,36,M,Village,Silver Membership,2015-09-24,Yes,Credit/Debit Card Offers,Both,Wi-Fi,13:55:55,12,823.06,44090.74,29.0,719.47,Yes,No,No,Not Applicable,Poor Website,0
95064fc36bee112d,43,M,,Silver Membership,2017-08-21,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:55:57,11,1217.026025452191,11586.82,10.0,0.0,Yes,No,Yes,Solved,Poor Website,1
9366e61a68c4d662,42,F,Town,Premium Membership,2015-02-04,,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:08:11,16,34.1,39439.1,0.0,1224.3933455806084,Yes,No,Yes,Solved in Follow-up,Too many ads,0
bf00dac4ad187274,47,F,City,No Membership,2017-12-05,No,Without Offers,,Mobile_Data,17:19:20,14,205.75,7906.42,6.0,553.36,No,Yes,Yes,Solved in Follow-up,No reason specified,1
b69f85f7ac836305,51,M,City,Basic Membership,2016-09-09,Yes,Without Offers,Smartphone,Wi-Fi,12:35:56,21,975.4036002332554,39005.93,15.0,597.87,No,Yes,Yes,Solved,Poor Customer Service,1
96aa17e8f032630b,16,F,Town,Premium Membership,2015-02-26,,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:15:02,10,297.19,89146.93,3.0,0.0,No,Yes,Yes,Solved,User Friendly Website,0
82dbb06a605fee0c,28,F,Town,Silver Membership,2017-03-21,No,Credit/Debit Card Offers,Desktop,Wi-Fi,00:35:12,-999,76.66,36775.95,6.0,690.02,No,Yes,Yes,Unsolved,No reason specified,1
9243131f45393dd4,36,F,City,Silver Membership,2016-01-01,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:03:03,17,34.76,15812.47,29.0,760.58,No,Yes,No,Not Applicable,Too many ads,0
bb24c0a62a66d1a8,50,M,City,Silver Membership,2016-02-19,Yes,Gift Vouchers/Coupons,,Wi-Fi,02:08:43,20,232.99,33290.19,23.0,1203.1075864387217,Yes,Yes,Yes,Unsolved,Too many ads,0
b64198ee9348796e,23,F,Town,No Membership,2015-10-22,Yes,,Smartphone,Wi-Fi,12:52:43,7,147.83,20227.59,0.0,630.15,Yes,No,Yes,Solved,No reason specified,1
9fb6c4b2911ef256,17,F,City,Gold Membership,2015-01-09,No,Without Offers,Smartphone,Fiber_Optic,10:55:16,11,30.46,20641.04,6.0,782.24,Yes,No,Yes,Unsolved,Poor Website,0
b28e24e8bd331b7d,32,M,Town,Basic Membership,2017-11-10,,Credit/Debit Card Offers,Both,Fiber_Optic,14:45:36,24,1208.657257916599,47365.84,24.0,0.0,Yes,Yes,Yes,No Information Available,Poor Customer Service,1
b6c2319ac2d93207,19,F,,Basic Membership,2015-08-15,No,Credit/Debit Card Offers,Desktop,Wi-Fi,07:23:27,15,102.77,16326.53,6.0,623.51,No,Yes,No,Not Applicable,Poor Product Quality,1
819b9bac41976c81,17,M,Town,Platinum Membership,2015-10-18,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,07:17:06,6,73.8,8721.23,16.0,715.89,Yes,No,Yes,Unsolved,No reason specified,0
bfa9322785eaa55d,49,M,Town,Basic Membership,2016-09-22,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:00:04,1,1963.32,12450.16,0.0,625.88,No,Yes,Yes,No Information Available,Too many ads,1
9a18e6828e08e25c,35,M,Town,Gold Membership,2016-02-07,Yes,Without Offers,Desktop,Fiber_Optic,05:06:01,4,66.64,49381.98,12.0,0.0,No,Yes,Yes,Unsolved,Poor Product Quality,0
82c12b9963f4820f,41,F,Village,Silver Membership,2017-12-05,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,06:39:29,4,747.79,19440.32,0.0,0.0,No,Yes,Yes,Solved,Poor Product Quality,1
99671b3f809c2703,18,M,City,Silver Membership,2017-10-20,,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:05:53,18,137.89,33960.47,28.0,775.2,Yes,No,No,Not Applicable,Poor Product Quality,0
923f71a350881c78,38,M,City,Premium Membership,2016-04-29,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:14:39,12,74.53,46842.21,8.0,742.44,No,Yes,No,Not Applicable,Products always in Stock,0
a55e9a2b1510eedc,26,F,City,Silver Membership,2017-05-08,,Without Offers,Desktop,Fiber_Optic,15:04:38,11,1411.5306560306672,10293.09,25.0,764.17,Yes,No,No,Not Applicable,Poor Product Quality,0
9b3a61deeebaa4be,59,F,City,No Membership,2016-07-16,Yes,Without Offers,Smartphone,Fiber_Optic,11:18:06,12,51.31,24335.53,17.0,619.94,Yes,No,No,Not Applicable,Poor Product Quality,1
aa72bc5d7f88f3a8,12,F,Village,Silver Membership,2016-07-26,No,Credit/Debit Card Offers,Desktop,Wi-Fi,02:21:54,7,470.59,6232.29,11.0,608.91,Yes,Yes,Yes,No Information Available,Poor Customer Service,1
9abf881c6d241ac0,28,M,City,Premium Membership,2015-03-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,16:41:31,18,593.99,5163.73,5.0,0.0,Yes,No,No,Not Applicable,Too many ads,0
8311635cad40c005,13,M,City,Basic Membership,2015-06-21,Yes,Without Offers,Desktop,Fiber_Optic,13:46:05,11,439.76,14939.29,21.0,639.19,Yes,Yes,No,Not Applicable,Poor Customer Service,0
a8e990beb166a613,57,M,Town,No Membership,2015-10-28,No,Without Offers,Smartphone,Wi-Fi,01:34:19,14,125.83,831.66,0.0,615.44,No,Yes,No,Not Applicable,Poor Website,1
a2c706bd17ebcd8d,10,F,Town,Platinum Membership,2016-07-22,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,17:18:44,-999,40.76,37231.96,13.0,735.22,Yes,No,Yes,Unsolved,Poor Customer Service,0
9ca9dcf7444746c6,13,M,City,No Membership,2016-05-09,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:12:14,15,117.26,9833.65,16.0,524.3206714992349,Yes,No,Yes,Solved in Follow-up,Too many ads,1
b61216725dbbf877,34,F,City,Basic Membership,2016-01-06,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:14:53,12,60.42,41868.48,0.0,658.51,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
84f25f4b71bd25e0,24,M,City,Gold Membership,2015-11-04,No,Credit/Debit Card Offers,Both,Wi-Fi,12:27:23,3,368.77,46881.48,21.0,659.35,Yes,No,Yes,No Information Available,Poor Website,1
a8384d0d92b0fcdd,18,F,,No Membership,2016-07-19,Yes,Without Offers,Smartphone,Fiber_Optic,23:29:21,6,117.56,28628.24,20.0,632.33,No,Yes,Yes,No Information Available,Too many ads,1
b40ee536c07dcd02,48,F,Town,Basic Membership,2015-05-05,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,01:20:15,9,82.08,15001.15,21.0,544.96,No,Yes,No,Not Applicable,Poor Website,1
a1cb18fa24417957,12,F,City,Platinum Membership,2017-07-17,No,Credit/Debit Card Offers,Both,Wi-Fi,19:59:03,-999,1303.5504894973265,40861.52,8.0,799.1,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
9645afe3c0e3af6a,35,M,City,No Membership,2016-07-15,Yes,Without Offers,,Wi-Fi,03:58:17,16,45.68,40906.45,7.0,0.0,Yes,No,No,Not Applicable,No reason specified,1
bc6d0c20ea52598e,40,M,,Silver Membership,2016-11-30,No,Without Offers,Both,Mobile_Data,06:08:24,5,1329.372000258746,46290.44,27.0,395.1211608317748,No,Yes,No,Not Applicable,Poor Website,1
a5124f476403dea7,16,F,Village,Platinum Membership,2015-02-07,No,Without Offers,Smartphone,Wi-Fi,08:09:37,16,31.46,38822.65,11.0,734.35,No,Yes,No,Not Applicable,Poor Customer Service,0
a5c9ed5f5d00992d,28,F,Town,Basic Membership,2015-07-09,,Credit/Debit Card Offers,Desktop,Mobile_Data,15:28:17,22,231.58,43795.05,15.0,591.95,No,Yes,Yes,Unsolved,No reason specified,1
8cfb736286146e1e,57,F,City,No Membership,2015-08-23,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,04:20:01,18,284.22,14241.88,16.0,687.76,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
af60b33f669d59a7,19,F,City,Premium Membership,2015-11-16,Yes,Without Offers,Smartphone,Mobile_Data,19:19:11,4,1278.36,18277.27,23.0,756.17,Yes,Yes,No,Not Applicable,Too many ads,0
840b078cccabdb8b,16,M,Village,Platinum Membership,2017-09-12,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10:18:42,19,45.97,17145.84,16.0,705.07,Yes,No,Yes,Solved in Follow-up,Too many ads,0
a0f1b8ef668547d3,54,M,Town,Gold Membership,2017-12-04,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:42:23,3,993.47,67915.28,19.0,0.0,Yes,Yes,No,Not Applicable,User Friendly Website,0
a296d85e6412e704,13,F,City,Platinum Membership,2016-02-03,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:47:38,14,31.6,30729.82,3.4643976829380776,762.96,No,Yes,Yes,No Information Available,Poor Customer Service,0
b0907fa38dc566b6,23,M,Town,Premium Membership,2016-05-29,Yes,Without Offers,Both,Fiber_Optic,00:14:01,13,0.0,69845.81,8.0,837.19,Yes,No,No,Not Applicable,Quality Customer Care,0
94df5840ea00dee8,40,M,,Platinum Membership,2017-02-23,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,13:42:31,11,817.7,89691.25,0.0,715.47,Yes,Yes,No,Not Applicable,Reasonable Price,0
a2b058bac560f01a,19,M,Town,Basic Membership,2015-01-05,No,,Smartphone,Fiber_Optic,01:24:07,18,33.51,11390.75,15.0,654.41,No,Yes,No,Not Applicable,Too many ads,1
b9b5cf23406ce0dc,30,F,City,Gold Membership,2017-08-31,No,Without Offers,Desktop,Fiber_Optic,18:09:47,-999,329.86,7658.13,0.0,771.47,Yes,No,No,Not Applicable,Too many ads,0
b40aabceeb315850,13,F,City,Premium Membership,2016-07-21,Yes,Without Offers,Smartphone,Wi-Fi,01:54:35,16,32.82,19361.48,13.0,0.0,Yes,No,No,Not Applicable,Poor Website,0
97076f737fa49643,41,M,City,Gold Membership,2015-02-16,Yes,Credit/Debit Card Offers,,Mobile_Data,02:58:39,14,1539.3914103710308,2057.41,25.0,745.48,Yes,No,Yes,Unsolved,Poor Customer Service,0
9e0f5faf92738df2,18,M,Town,Gold Membership,2017-10-06,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20:23:21,12,285.29,11201.27,17.0,746.89,No,Yes,No,Not Applicable,Too many ads,0
a7a152e059d37764,21,M,Town,No Membership,2015-11-30,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,12:44:43,7,1305.35,42688.08,9.0,601.59,Yes,No,No,Not Applicable,Too many ads,1
b03cd6d1966e6e66,62,F,Town,Silver Membership,2015-04-07,Yes,Without Offers,Desktop,Mobile_Data,04:05:57,21,52.21,30309.86,0.0,774.6,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
98a6cc7cca1573a0,31,M,Village,Premium Membership,2015-12-30,Yes,Gift Vouchers/Coupons,,Wi-Fi,07:42:22,12,1225.3493431940262,43763.01,0.0,715.05,No,Yes,Yes,No Information Available,Poor Website,0
a8daa61aaef99c90,27,F,,No Membership,2015-02-26,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:06:49,15,30.02,28076.82,26.0,568.68,Yes,No,No,Not Applicable,Poor Customer Service,1
8b54a57961d44eff,26,F,Town,Gold Membership,2015-02-18,No,Without Offers,Desktop,Fiber_Optic,00:38:59,7,0.0,30130.86,26.0,963.5557336843162,Yes,No,Yes,Solved in Follow-up,Too many ads,1
beaf3ef03bc2758a,64,F,City,Platinum Membership,2016-10-13,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,09:19:01,4,82.3,14500.15,14.0,831.27,No,Yes,Yes,No Information Available,Quality Customer Care,0
bb49aed5e97a839e,43,M,City,Platinum Membership,2017-06-13,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,03:08:43,10,520.13,45396.34,23.0,712.43,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
b1b4f63da70a2b05,63,M,Town,Platinum Membership,2016-03-04,,Gift Vouchers/Coupons,,Fiber_Optic,22:06:03,13,601.21,44824.66,5.0,771.61,Yes,Yes,No,Not Applicable,Reasonable Price,0
9e02c05140313b37,53,F,Town,Basic Membership,2016-01-15,,Credit/Debit Card Offers,,Wi-Fi,18:45:41,7,80.24,44087.83,17.0,611.85,Yes,No,Yes,Solved,No reason specified,1
a64afa3a9c8692d8,13,M,City,Platinum Membership,2016-04-03,Yes,Without Offers,Desktop,Wi-Fi,12:17:26,15,1364.479788772256,30459.83,9.0,741.54,No,Yes,Yes,Solved in Follow-up,Too many ads,0
9dfa3e44ef21610a,38,M,Town,Basic Membership,2015-01-08,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,03:43:24,-999,402.73,43159.34,26.0,0.0,Yes,No,Yes,Solved,No reason specified,1
8cb2e87e1deede34,31,M,City,No Membership,2017-03-20,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:17:51,12,199.51,46728.03,29.0,510.6,No,Yes,No,Not Applicable,No reason specified,1
9e53e1a474217e1c,31,F,City,Basic Membership,2017-06-24,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:21:32,13,185.69,42502.93,0.0,0.0,No,Yes,Yes,Unsolved,Poor Website,1
a58af5f1ed0b89bd,46,F,City,Gold Membership,2017-02-27,Yes,Without Offers,,Wi-Fi,21:01:45,17,601.55,9293.91,0.0,739.88,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
8b99b200f4af4de2,27,F,City,No Membership,2017-09-23,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,03:24:12,-999,108.77,25093.59,25.0,630.83,Yes,No,Yes,Solved in Follow-up,Poor Website,1
abad1eac4c4c0a3b,44,M,City,Gold Membership,2016-03-17,No,Without Offers,Desktop,Fiber_Optic,13:50:55,4,252.34,14648.89,9.0,601.4,No,Yes,No,Not Applicable,No reason specified,1
918e7e6e2e19b962,21,M,Town,Basic Membership,2016-09-27,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:46:55,8,105.02,49637.96,0.0,655.22,Yes,No,No,Not Applicable,No reason specified,1
8fe8e714169926a9,33,M,Town,Premium Membership,2017-10-19,No,Without Offers,,Wi-Fi,22:47:33,19,145.82,27906.95,17.0,1068.9160357481062,Yes,No,No,Not Applicable,Poor Customer Service,0
bef2d538f8b07286,11,M,City,Gold Membership,2016-02-17,,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:28:47,12,227.02,31476.31,15.0,701.55,No,Yes,No,Not Applicable,Too many ads,1
971ffe1401c011d1,29,F,,Platinum Membership,2016-10-16,Yes,Without Offers,Desktop,Fiber_Optic,15:07:12,13,242.07,30462.49,0.0,722.48,Yes,Yes,No,Not Applicable,No reason specified,0
912dc14487e75305,55,F,Town,No Membership,2016-08-15,No,Without Offers,Smartphone,Mobile_Data,10:15:51,8,147.12,17530.46,25.0,543.69,Yes,No,Yes,Solved,Too many ads,1
a1ae3a3af8fd4620,35,M,Village,Premium Membership,2017-07-20,Yes,,Smartphone,Wi-Fi,00:11:44,7,73.86,60490.42,3.0,454.13286525072266,No,Yes,Yes,No Information Available,Products always in Stock,0
91e105b678077c82,49,M,City,Basic Membership,2017-12-08,No,Without Offers,Both,Wi-Fi,04:01:43,11,399.22,25897.98,9.0,624.38,Yes,No,Yes,No Information Available,Poor Customer Service,1
af194b9ecf0723e1,56,F,,No Membership,2016-09-12,No,Gift Vouchers/Coupons,Both,Mobile_Data,19:16:38,14,437.81,29483.31,11.0,0.0,No,Yes,Yes,Solved,Poor Customer Service,1
9aea17d7a554b3c5,11,F,City,Gold Membership,2015-06-21,Yes,Without Offers,,Fiber_Optic,19:21:05,9,88.26,26816.03,6.0,719.03,No,Yes,Yes,No Information Available,No reason specified,0
bd5ded7dd66960c0,15,M,Town,No Membership,2015-09-29,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:05:29,13,255.71,10416.13,29.0,627.26,No,Yes,No,Not Applicable,Poor Website,1
9fc011bb616c6121,36,F,City,Gold Membership,2016-04-26,,Credit/Debit Card Offers,Desktop,Mobile_Data,05:47:01,-999,172.41,46207.09,12.0,738.45,Yes,No,Yes,Solved in Follow-up,Poor Website,0
a44a1424a6f6959e,25,F,Town,Gold Membership,2017-11-22,Yes,Without Offers,Smartphone,Mobile_Data,13:00:52,15,819.8852159473248,24598.15,25.0,774.08,Yes,No,No,Not Applicable,Too many ads,0
9216ab06ed097d9c,39,F,City,No Membership,2015-04-16,No,Without Offers,Desktop,Fiber_Optic,00:24:00,9,330.45,30739.08,17.0,0.0,No,Yes,Yes,No Information Available,Poor Product Quality,1
b0f55faaede72721,55,F,City,Platinum Membership,2016-07-12,No,Gift Vouchers/Coupons,,Fiber_Optic,07:31:00,13,257.34,11741.85,22.0,774.33,Yes,No,No,Not Applicable,Poor Product Quality,0
b233d33a6ecf8139,29,F,Town,No Membership,2015-11-08,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,03:07:17,15,34.24,44901.65,0.0,622.25,Yes,No,Yes,No Information Available,Too many ads,1
a12e71a77ab06a3e,21,F,,Premium Membership,2015-08-20,,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:36:44,4,124.73,8327.23,22.0,748.91,No,Yes,No,Not Applicable,Poor Product Quality,0
a72c69b656cbbd55,58,M,,Platinum Membership,2016-10-24,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:54:58,13,334.21,26465.07,20.0,0.0,No,Yes,No,Not Applicable,Poor Website,0
a4921296f8ab31f9,39,F,City,No Membership,2016-09-22,Yes,Without Offers,Smartphone,Mobile_Data,23:47:29,9,255.01,41743.41,17.0,660.79,Yes,No,Yes,Unsolved,No reason specified,1
8bfe6d753af3be6a,54,F,City,Silver Membership,2015-03-02,,Without Offers,Smartphone,Fiber_Optic,20:09:22,3,522.54,49405.61,5.0,654.57,Yes,No,Yes,Unsolved,Poor Product Quality,1
a98740bb98d40164,37,M,,Basic Membership,2017-06-10,Yes,Gift Vouchers/Coupons,,Fiber_Optic,10:08:14,17,91.33,26534.43,5.0,599.7246023755092,No,Yes,Yes,No Information Available,Poor Product Quality,1
8824296087a34ec7,12,F,Village,Premium Membership,2016-03-07,Yes,Credit/Debit Card Offers,Both,Mobile_Data,02:14:17,-999,220.65,17489.22,0.0,779.89,No,Yes,No,Not Applicable,User Friendly Website,0
bdbd209dc838393e,14,M,Town,No Membership,2016-07-08,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:26:27,24,222.72,2059.41,7.0,1058.4596367149802,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
a4955b5bc38e4207,61,M,,Basic Membership,2016-09-06,,Without Offers,Desktop,Mobile_Data,03:43:50,14,295.04,27103.49,22.0,676.64,Yes,Yes,No,Not Applicable,Poor Customer Service,1
9df351f2e95748fd,35,M,City,No Membership,2015-12-25,No,Without Offers,,Fiber_Optic,20:11:28,20,192.56,26619.66,6.0,567.24,No,Yes,Yes,No Information Available,Poor Customer Service,1
ab8c0c07e31a1c5c,28,F,,Silver Membership,2015-06-25,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:33:05,15,91.21,17620.75,7.0,617.19,No,Yes,No,Not Applicable,Poor Website,1
a8c983ac68539813,35,M,Town,Platinum Membership,2015-12-25,No,Gift Vouchers/Coupons,,Wi-Fi,14:25:06,17,486.44,26838.21,21.0,757.09,Yes,No,Yes,No Information Available,Poor Customer Service,0
85750ff1cd453e2f,43,F,City,Gold Membership,2016-07-10,,Without Offers,Both,Mobile_Data,05:37:06,15,421.36,15373.31,27.0,698.52,Yes,No,No,Not Applicable,Poor Customer Service,1
909ec13133df009f,56,M,Town,Silver Membership,2017-01-27,Yes,Credit/Debit Card Offers,,Wi-Fi,08:42:42,19,136.63,11770.28,9.0,617.16,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
ba50eb786838d232,16,M,Town,No Membership,2015-12-03,,Credit/Debit Card Offers,Smartphone,Mobile_Data,03:39:45,8,30.45,39109.26,25.0,0.0,No,Yes,No,Not Applicable,Poor Customer Service,1
a2e91d8fbc484acf,39,M,Town,Premium Membership,2017-10-10,No,Without Offers,Smartphone,Mobile_Data,23:57:13,4,397.22,23474.9,15.0,765.85,Yes,No,Yes,Solved in Follow-up,Poor Website,0
bf188da53dbac9bd,29,M,Village,Premium Membership,2015-03-31,,Gift Vouchers/Coupons,Smartphone,Mobile_Data,06:27:05,21,1123.2410737845598,41206.04,17.0,767.45,No,Yes,No,Not Applicable,Quality Customer Care,0
850bf63d9a70720f,61,F,Town,No Membership,2016-05-04,,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:58:22,14,1193.74,16741.4,27.0,560.29,Yes,No,Yes,No Information Available,Poor Customer Service,0
bb542dc36d20aa36,46,F,Town,Gold Membership,2017-02-20,Yes,Gift Vouchers/Coupons,,Mobile_Data,21:56:00,4,443.04,39537.89,13.0,695.03,Yes,No,No,Not Applicable,Poor Product Quality,1
99ea5e024929e97b,17,M,City,No Membership,2015-01-26,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:06:41,23,183.26,5413.55,21.0,899.1431564152225,No,Yes,Yes,Unsolved,Poor Customer Service,1
a2997e0e71c7cbe9,32,M,Town,Silver Membership,2016-08-25,No,Credit/Debit Card Offers,,Fiber_Optic,04:15:07,14,76.63,55243.52,16.0,746.86,No,Yes,Yes,Solved,Products always in Stock,0
8fa98516994ea7ca,59,M,Town,Platinum Membership,2015-04-22,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,02:22:20,15,259.34,19036.86,11.0,314.84363586342687,Yes,Yes,No,Not Applicable,Poor Product Quality,0
8a65e85410d370f7,55,F,City,Silver Membership,2015-02-08,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12:35:03,12,55.36,2706.38,9.0,799.39,No,Yes,No,Not Applicable,User Friendly Website,0
8d886ef508542596,12,M,City,Premium Membership,2016-07-24,Yes,Credit/Debit Card Offers,Both,Mobile_Data,15:44:30,13,481.01,58255.34,13.0,778.41,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
b103f40787bbcdeb,18,M,,Silver Membership,2017-02-22,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,09:00:52,18,186.68,47709.75,0.0,1123.1007760804632,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
8f86736fee25992c,33,F,Town,No Membership,2017-11-13,,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:49:54,9,54.62,15916.29,12.0,333.2013152534681,Yes,No,No,Not Applicable,Poor Product Quality,1
8c5db5503666739b,60,F,City,Silver Membership,2016-07-11,Yes,Credit/Debit Card Offers,,Fiber_Optic,06:54:07,16,746.5,16061.64,16.0,724.41,No,Yes,No,Not Applicable,No reason specified,0
b6a6a1a1357ed287,45,M,City,Premium Membership,2016-11-16,No,Without Offers,Smartphone,Fiber_Optic,22:59:30,7,174.02,12422.56,24.0,0.0,No,Yes,No,Not Applicable,Poor Product Quality,0
9c49376b6ac7cfde,18,M,Town,Premium Membership,2017-02-04,Yes,Without Offers,Desktop,Wi-Fi,20:37:12,-999,354.01,27179.22,7.0,1030.752273811354,No,Yes,No,Not Applicable,Poor Website,0
b2235a191bd40d16,26,F,Village,Gold Membership,2017-05-29,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:02:48,15,391.26,27063.12,0.0,331.99058468363813,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
be7e083016ae40cc,64,F,City,Basic Membership,2017-01-05,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,23:35:30,11,145.78,36666.54,16.0,292.19141079852267,No,Yes,No,Not Applicable,Too many ads,1
980d3e748f72b548,27,F,City,No Membership,2015-02-08,No,Without Offers,Smartphone,Mobile_Data,11:45:50,13,54.05,46636.75,9.0,641.75,Yes,No,No,Not Applicable,No reason specified,1
