user_id,age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
9439b6e5c4a12e52,54,F,Town,Silver Membership,2025-01-01,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20:20:00,10,127.23,1972.99,25.0,786.43,Yes,No,No,Not Applicable,Poor Website,0
afa2095e1b800100,47,M,City,No Membership,2025-01-01,,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:49:40,16,34.01,15645.0,28.0,0.0,Yes,No,Yes,Unsolved,Poor Product Quality,1
8616c00a14b4c7c4,19,F,City,No Membership,2025-01-01,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,18:10:16,2,97.11,46776.66,40.66717303389029,500.11,Yes,No,Yes,Solved,Poor Website,1
b1e67148376fd3b2,26,M,Town,Basic Membership,2025-01-01,Yes,Without Offers,Both,Wi-Fi,05:22:03,15,594.1,43607.1,25.0,0.0,No,Yes,Yes,Solved,Poor Customer Service,1
a1d379cc8bc8d889,10,F,Town,Silver Membership,2025-01-01,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,01:32:32,8,32.57,5124.82,13.0,638.99,No,Yes,Yes,Solved,Poor Website,1
9a3cf219b5cb8598,47,M,City,No Membership,2025-01-01,,Without Offers,Smartphone,Fiber_Optic,11:45:17,13,179.91,20275.47,28.0,523.45,No,Yes,No,Not Applicable,Poor Product Quality,1
b7763045d04f0a2d,63,M,Village,Basic Membership,2025-01-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,08:07:32,21,34.48,6818.7,8.0,708.78,Yes,No,Yes,Solved in Follow-up,Poor Website,1
95be7d4388b3d4e8,38,F,Town,Silver Membership,2025-01-01,Yes,Without Offers,Both,Wi-Fi,07:03:57,19,689.28,9639.76,27.0,759.36,Yes,Yes,Yes,Solved in Follow-up,Poor Website,0
9c2391d8e3362a5d,37,M,City,Platinum Membership,2025-01-01,,Credit/Debit Card Offers,Desktop,Mobile_Data,21:44:37,11,60.67,22999.84,28.0,735.23,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
8ffeacfeaab57921,17,F,Town,No Membership,2025-01-01,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:48:38,8,227.21,45301.3,12.0,591.19,No,Yes,Yes,Solved,Poor Website,1
99c025d7eaa3e3a8,37,M,City,Silver Membership,2025-01-01,No,Without Offers,Smartphone,Mobile_Data,02:24:42,8,446.24,79115.95,18.0,757.41,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,0
bcf885dc410a85f3,32,M,City,Basic Membership,2025-01-01,No,Credit/Debit Card Offers,,Wi-Fi,22:48:21,-999,292.15,6982.38,29.0,714.72,Yes,No,Yes,Solved in Follow-up,Poor Website,1
88980c5d2f332bb2,30,M,Town,Silver Membership,2025-01-01,Yes,Without Offers,Desktop,Mobile_Data,01:16:12,4,32.08,30469.88,25.0,649.59,Yes,No,No,Not Applicable,Too many ads,1
a699e8a023cc4091,26,F,Town,No Membership,2025-01-01,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:06:19,-999,104.29,40063.88,17.0,1481.1330072461533,No,Yes,Yes,Solved in Follow-up,No reason specified,1
9243131f45393dd4,36,F,City,Silver Membership,2025-01-01,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:03:03,17,34.76,15812.47,29.0,760.58,No,Yes,No,Not Applicable,Too many ads,0
a45a04af303788ed,30,F,,No Membership,2025-01-01,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,09:29:54,4,1156.93,12559.65,28.0,1018.0393827769014,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
9d4981f498300a20,32,M,,Silver Membership,2025-01-01,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,05:39:34,14,82.1,28868.51,23.0,724.93,Yes,No,No,Not Applicable,No reason specified,0
a52544c3c5a79db2,40,F,City,Premium Membership,2025-01-01,Yes,Without Offers,Desktop,Mobile_Data,23:29:48,15,171.13,38453.9,15.0,161.06886422796742,Yes,No,No,Not Applicable,Poor Product Quality,0
873c770e7668e91d,28,F,City,No Membership,2025-01-01,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,02:35:31,2,0.0,11884.25,26.0,679.55,No,Yes,Yes,No Information Available,Poor Website,1
8ef247da7434a642,18,F,Town,Gold Membership,2025-01-01,,Credit/Debit Card Offers,,Wi-Fi,10:04:07,-999,555.85,4763.05,11.0,702.35,Yes,No,Yes,No Information Available,No reason specified,1
a3567468cf2c42a7,41,M,Town,Platinum Membership,2025-01-01,,Without Offers,,Fiber_Optic,12:49:44,9,1507.736926678125,35851.82,28.0,788.99,Yes,Yes,No,Not Applicable,Too many ads,0
98c874c850825ae3,54,M,City,Premium Membership,2025-01-01,No,Credit/Debit Card Offers,Both,Fiber_Optic,08:03:45,10,430.23,78654.7,18.0,847.42,Yes,Yes,Yes,No Information Available,Reasonable Price,0
a7daa95af01fe37a,58,F,City,Platinum Membership,2025-01-01,Yes,Without Offers,Smartphone,Wi-Fi,07:01:51,6,275.45,64147.6,0.0,843.37,Yes,Yes,Yes,Solved,Products always in Stock,0
af8025e90519276d,60,F,City,No Membership,2025-01-01,,Without Offers,,Mobile_Data,03:17:20,14,127.4,11956.89,0.0,685.35,No,Yes,No,Not Applicable,Poor Customer Service,1
ba90c3fc61e2db07,41,F,City,Silver Membership,2025-01-01,Yes,Without Offers,,Mobile_Data,17:32:58,22,145.13,18837.18,29.0,765.42,Yes,No,No,Not Applicable,Too many ads,0
b6e610d9f42c16db,46,M,City,No Membership,2025-01-01,,Without Offers,Smartphone,Fiber_Optic,06:03:08,17,350.59,41494.65,25.0,570.84,Yes,Yes,No,Not Applicable,Poor Customer Service,1
bd27df41b235a501,48,M,City,Silver Membership,2025-01-01,,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:31:22,10,352.66,14657.6,7.0,784.13,No,Yes,Yes,No Information Available,No reason specified,0
9ca26259dc3e0582,29,M,,Platinum Membership,2025-01-01,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:32:51,12,183.94,4977.01,0.0,732.04,Yes,No,Yes,Solved in Follow-up,Too many ads,0
9fc7c931fcba7100,21,M,City,Silver Membership,2025-01-01,,Gift Vouchers/Coupons,Desktop,Wi-Fi,23:39:44,16,0.0,37817.64,18.0,693.41,No,Yes,No,Not Applicable,Poor Website,1
9d46022fc78d7091,25,F,City,Gold Membership,2025-01-01,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20:43:26,10,106.99,39051.49,3.0,751.71,No,Yes,Yes,No Information Available,Quality Customer Care,0
b5ed0962b679c700,46,M,City,Gold Membership,2025-01-01,No,Without Offers,Desktop,Mobile_Data,01:52:44,11,120.59,25398.64,12.0,0.0,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
89d9139a838cffb5,44,M,,Silver Membership,2025-01-01,No,Without Offers,Desktop,Mobile_Data,13:20:12,9,825.0457710993197,25474.26,0.0,607.75,Yes,No,No,Not Applicable,No reason specified,1
814e7ec37577a5b6,62,M,City,No Membership,2025-01-01,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,21:24:01,23,2290.472306275989,45794.72,32.92979253382006,285.48502091549256,Yes,No,No,Not Applicable,Too many ads,1
b6e9a1d5d9be78a0,46,M,Town,Gold Membership,2025-01-01,,Without Offers,Desktop,Wi-Fi,03:42:52,11,30.35,33046.69,14.0,795.3,Yes,No,No,Not Applicable,User Friendly Website,0
9073152dfa106185,58,M,,Premium Membership,2025-01-01,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:11:26,21,44.93,10850.67,0.0,758.94,No,Yes,Yes,Solved,Poor Customer Service,0
b0055e279661e53c,31,M,Town,Silver Membership,2025-01-01,Yes,Without Offers,Desktop,Wi-Fi,13:37:51,13,132.82,18736.38,29.0,714.26,Yes,No,No,Not Applicable,Poor Customer Service,0
aef58c8d8e3788d7,18,M,City,Platinum Membership,2025-01-01,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14:52:04,10,561.61,17680.46,15.0,524.0165195069313,No,Yes,No,Not Applicable,Poor Product Quality,0
90237c36c620faa6,32,F,Town,Basic Membership,2025-01-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,09:53:52,7,83.55,29339.54,23.0,936.705753072249,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
bafbd2284e241ef8,50,M,Town,Platinum Membership,2025-01-01,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10:51:54,12,57.15,32404.95,20.0,408.20458142137977,Yes,No,No,Not Applicable,No reason specified,0
b01fcde4ae359e45,10,F,Town,Gold Membership,2025-01-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14:58:10,-999,1160.6403378969674,43113.35,15.0,0.0,No,Yes,Yes,Solved in Follow-up,No reason specified,0
85c73c0249b198ff,15,M,Town,Silver Membership,2025-01-01,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,02:47:44,3,106.19,49695.04,5.0,1089.6862130825068,Yes,No,No,Not Applicable,Poor Product Quality,0
b9115936c495b745,31,F,Town,Basic Membership,2025-01-01,No,Without Offers,Desktop,Mobile_Data,10:28:57,12,30.68,35380.09,4.361249747228872,582.78,Yes,No,No,Not Applicable,No reason specified,1
a89a6bbce79c76e3,10,M,,Gold Membership,2025-01-01,,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:48:41,11,77.15,36571.58,24.0,744.01,Yes,No,No,Not Applicable,Poor Product Quality,0
a368d176896f6c1b,25,F,City,Gold Membership,2025-01-01,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,03:19:50,18,508.62,43685.62,8.0,698.51,No,Yes,Yes,No Information Available,No reason specified,0
b221b558b181b466,57,F,Town,Basic Membership,2025-01-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:34:52,13,358.57,26612.66,8.0,516.53,Yes,Yes,No,Not Applicable,Poor Website,1
b881a3fdb4a72ddd,14,M,Town,Premium Membership,2025-01-01,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:45:35,8,88.66,96886.96,14.0,725.56,No,Yes,Yes,No Information Available,Quality Customer Care,0
a071f960f25bf22e,21,M,Town,Basic Membership,2025-01-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,02:10:08,11,52.95,38441.48,11.0,548.72,Yes,No,Yes,Solved,Poor Product Quality,1
972f4759dad8e134,12,F,City,Silver Membership,2025-01-01,,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15:38:22,11,0.0,8724.75,5.0,656.57,Yes,No,No,Not Applicable,Poor Customer Service,1
9058160c361307ac,50,M,Town,Basic Membership,2025-01-01,,Without Offers,Desktop,Fiber_Optic,19:35:59,8,56.9,28610.12,5.0,628.2,No,Yes,Yes,No Information Available,Too many ads,1
a685e1abcda4f18b,31,M,City,Gold Membership,2025-01-01,,Credit/Debit Card Offers,Desktop,Mobile_Data,08:52:39,22,285.88,29923.02,28.0,698.61,Yes,No,Yes,No Information Available,Poor Website,1
a22c8b894a6a3721,27,M,Town,No Membership,2025-01-01,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:04:15,8,339.89,4836.71,18.0,227.02597497105785,Yes,No,No,Not Applicable,Poor Customer Service,1
bc297235b57454af,31,M,,Platinum Membership,2025-01-01,No,Gift Vouchers/Coupons,,Fiber_Optic,04:12:04,12,475.7,22822.23,9.0,784.28,Yes,No,No,Not Applicable,Quality Customer Care,0
9d74044c63c46e5e,38,M,Town,No Membership,2025-01-01,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:59:47,24,75.55,33512.23,11.0,706.43,No,Yes,No,Not Applicable,Poor Customer Service,1
822ae03375ffdf46,35,F,Town,Basic Membership,2025-01-01,No,Credit/Debit Card Offers,,Fiber_Optic,04:55:04,26,278.71,16160.9,17.0,535.17,No,Yes,No,Not Applicable,Poor Product Quality,1
a33dd58888cb4626,19,F,City,Basic Membership,2025-01-01,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,01:55:21,4,119.9,10759.56,0.0,627.93,No,Yes,Yes,No Information Available,Poor Website,1
96b176d906d51caf,27,M,Town,Gold Membership,2025-01-02,,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15:11:29,16,41.02,45672.61,23.0,717.81,No,Yes,No,Not Applicable,No reason specified,0
a42d6a2225569d07,10,F,,Gold Membership,2025-01-02,No,Without Offers,Both,Mobile_Data,07:00:35,22,305.36,18049.15,25.0,715.0,Yes,No,No,Not Applicable,Poor Website,0
96ab6c868f7a0db3,14,M,Town,Basic Membership,2025-01-02,,Credit/Debit Card Offers,,Mobile_Data,11:24:35,13,0.0,18505.59,5.0,717.25,No,Yes,No,Not Applicable,Poor Customer Service,1
997e370d77926871,23,M,City,Gold Membership,2025-01-02,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:13:25,2,31.22,17001.02,25.0,738.66,Yes,No,No,Not Applicable,Poor Website,0
91bfcf1cae791e89,27,F,,Basic Membership,2025-01-02,No,Credit/Debit Card Offers,Desktop,Wi-Fi,22:01:22,18,336.06,12716.31,22.0,0.0,Yes,No,Yes,Unsolved,Too many ads,1
bf8b69526db39931,47,F,City,Premium Membership,2025-01-02,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:10:39,14,30.86,14699.28,28.0,1150.4268773742665,Yes,No,No,Not Applicable,Poor Customer Service,0
85526625acf4b3b5,42,F,,Platinum Membership,2025-01-02,,Without Offers,Smartphone,Wi-Fi,02:41:42,12,416.03,95678.36,8.0,0.0,No,Yes,Yes,No Information Available,User Friendly Website,0
8d0025e9e72ba3f1,34,M,Town,Gold Membership,2025-01-02,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,01:50:21,14,0.0,44907.03,0.0,796.0,No,Yes,No,Not Applicable,Too many ads,0
bfffc5be8b210d69,64,M,Town,Premium Membership,2025-01-02,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,06:00:14,16,138.41,13107.59,18.0,1030.0275992203376,Yes,No,Yes,Solved in Follow-up,Poor Website,0
9f687f2dcda1639b,60,F,Town,Basic Membership,2025-01-02,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,03:01:11,12,365.01,46625.25,6.0,605.44,No,Yes,Yes,Unsolved,No reason specified,1
9c7abb05507af33e,53,M,Town,Premium Membership,2025-01-02,Yes,Gift Vouchers/Coupons,,Fiber_Optic,13:33:08,2,1207.56,59893.85,13.0,530.4248372696057,No,Yes,Yes,Unsolved,User Friendly Website,0
9439e65af464c526,58,M,Town,Premium Membership,2025-01-02,,Without Offers,Smartphone,Mobile_Data,15:35:05,23,188.8,2195.4,2.0,811.01,No,Yes,No,Not Applicable,User Friendly Website,0
be0e8c1ceba6ee0a,38,F,Town,Premium Membership,2025-01-02,Yes,Without Offers,Smartphone,Mobile_Data,18:09:53,12,1365.20019816972,30243.16,5.0,1155.4967213396114,No,Yes,Yes,Solved,No reason specified,0
b761d288e4e74363,42,F,City,No Membership,2025-01-02,Yes,Without Offers,Smartphone,Fiber_Optic,08:30:43,11,288.8,3625.25,23.0,540.67,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
b23df436c4230c9c,15,M,City,Silver Membership,2025-01-02,No,Without Offers,Smartphone,Wi-Fi,08:14:14,15,336.52,42647.7,15.0,712.68,Yes,No,No,Not Applicable,Quality Customer Care,0
9678156d87dc02fb,28,M,Village,Basic Membership,2025-01-02,Yes,Gift Vouchers/Coupons,,Mobile_Data,02:15:19,21,75.79,22187.58,5.0,645.11,No,Yes,Yes,Unsolved,Poor Website,1
aba2f5370330fe6a,42,M,,Gold Membership,2025-01-02,No,Gift Vouchers/Coupons,,Wi-Fi,10:27:40,11,324.59,97638.17,15.0,826.42,No,Yes,Yes,Unsolved,Reasonable Price,0
8b598b9e62d61cc7,57,M,Town,Premium Membership,2025-01-02,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,03:28:03,6,802.66,45849.78,0.0,758.59,No,Yes,No,Not Applicable,User Friendly Website,0
9917a991153765cd,53,F,,Gold Membership,2025-01-02,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,05:33:08,7,0.0,7433.08,23.0,759.49,No,Yes,Yes,Solved,Poor Customer Service,0
98e656d154974bc6,51,F,Town,Premium Membership,2025-01-02,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:16:16,15,217.54,8137.7,14.0,719.3,Yes,No,No,Not Applicable,Poor Website,0
9be28e32953972a3,32,M,Town,Basic Membership,2025-01-02,Yes,Without Offers,Smartphone,Fiber_Optic,05:35:00,20,128.39,30353.33,17.0,631.57,Yes,No,No,Not Applicable,Poor Customer Service,1
bfdc8e2b59ff3e3c,29,M,Town,No Membership,2025-01-02,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14:10:23,21,31.08,4218.57,9.0,1040.2382226749717,Yes,No,No,Not Applicable,No reason specified,1
a89d50ff3ce77f17,57,M,Town,No Membership,2025-01-02,No,Without Offers,Desktop,Fiber_Optic,03:26:00,13,119.1,44341.82,0.0,563.92,Yes,No,Yes,No Information Available,Poor Customer Service,1
9f0fa94f21428b6b,40,M,,Silver Membership,2025-01-02,Yes,Without Offers,Desktop,Mobile_Data,13:06:49,15,31.65,29427.79,29.0,748.89,No,Yes,Yes,Solved in Follow-up,Too many ads,0
88ed0114a2510405,15,M,,Basic Membership,2025-01-02,No,Gift Vouchers/Coupons,Both,Wi-Fi,21:35:30,8,0.0,1140.48,33.63545910271683,1031.5497773962948,Yes,Yes,Yes,No Information Available,No reason specified,1
b604fc19dd23557f,27,M,Town,No Membership,2025-01-02,No,Gift Vouchers/Coupons,Both,Mobile_Data,05:44:16,11,1380.0848628315557,45939.55,16.0,96.07987415578192,Yes,No,Yes,No Information Available,Poor Customer Service,1
89e85a39a98f8252,19,M,,Basic Membership,2025-01-02,Yes,Without Offers,Smartphone,Wi-Fi,06:16:29,8,778.04,41737.72,13.0,682.63,Yes,Yes,Yes,Unsolved,Poor Customer Service,1
b352d8cc70811457,20,F,Village,Platinum Membership,2025-01-02,No,Without Offers,Desktop,Fiber_Optic,04:44:09,19,138.7,35211.96,5.0,759.38,Yes,No,Yes,Unsolved,Poor Product Quality,0
993558ac8469018d,32,M,Town,No Membership,2025-01-02,No,Without Offers,Smartphone,Fiber_Optic,19:54:32,4,101.23,29618.33,5.0,672.92,No,Yes,Yes,Unsolved,Too many ads,1
bc4ae5b4a2bbb748,38,F,City,Basic Membership,2025-01-02,No,Gift Vouchers/Coupons,,Fiber_Optic,11:22:00,17,85.87,5387.66,7.0,653.64,Yes,No,Yes,No Information Available,Poor Customer Service,1
8caf2f9225f3d038,40,F,Town,No Membership,2025-01-02,,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:35:23,14,0.0,30229.59,26.0,708.99,Yes,No,No,Not Applicable,Too many ads,1
b393b7fec8f50180,38,M,City,Silver Membership,2025-01-02,No,Gift Vouchers/Coupons,Both,Mobile_Data,01:51:52,19,350.53,42280.0,5.0,652.87,Yes,No,No,Not Applicable,Poor Customer Service,1
89eab3777acb58dd,55,M,Town,Basic Membership,2025-01-02,Yes,Without Offers,,Mobile_Data,02:26:41,16,299.34,21848.08,29.0,574.14,Yes,No,No,Not Applicable,No reason specified,1
af16dc535acfe0ae,44,F,Village,No Membership,2025-01-02,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:59:08,19,67.02,14705.6,10.0,625.0,No,Yes,No,Not Applicable,Too many ads,0
a56469e96b3cc461,64,F,Village,Gold Membership,2025-01-02,,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:49:01,13,80.09,32437.84,9.0,0.0,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
a2cde75311d4d457,49,F,Town,No Membership,2025-01-02,Yes,Without Offers,Smartphone,Wi-Fi,08:46:09,14,203.94,2965.9,0.0,672.81,Yes,No,Yes,Solved,Poor Product Quality,1
bd2eb71534e42fa4,52,F,City,Basic Membership,2025-01-02,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:27:40,11,172.52,35228.6,25.0,674.47,Yes,No,Yes,Solved,No reason specified,1
