age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,recency,avg_time_spent,monetary,frequency,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,tenure_months,visit_hour,login_spend_ratio,login_transaction_ratio,user_id,churn_risk_score
18.0,M,Town,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12.0,31.120000000000005,27798.14,26.0,0.0,Yes,No,Yes,No Information Available,Poor Product Quality,-11,0,1.1969230769230772,0.0009353143771489747,92c727bb39f94d98,
21.0,M,Town,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,14.0,128.6,48923.42,8.0,743.49,No,Yes,No,Not Applicable,Poor Website,-11,1,16.075,0.000163520865875689,992d3e93f6737649,
58.0,F,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,2.0,531.14,4839.439999999999,29.0,690.56,No,Yes,No,Not Applicable,Too many ads,-11,23,18.315172413793103,0.0059924288760683075,be46b6e99b9e1b59,
21.0,F,Town,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Both,Mobile_Data,14.0,539.29,10658.57,29.0,739.55,No,Yes,No,Not Applicable,No reason specified,-11,7,18.596206896551724,0.0027208152688400038,bc4ae05566c5237b,
10.0,M,City,Basic Membership,2025-04-01,No,Without Offers,Both,Wi-Fi,9.0,280.64,12650.34,26.0,616.64,No,Yes,No,Not Applicable,Poor Website,-11,22,10.793846153846154,0.002055280727632617,984ce7515b2546df,
58.0,F,City,Platinum Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6.0,40.359999999999985,48521.6,29.0,351.48910981382306,No,Yes,No,Not Applicable,Poor Website,-11,7,1.3917241379310339,0.0005976719646507947,9ad0b597a3b2bf2d,
56.0,F,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,9.0,184.31,44615.42,7.0,87.16561857109343,Yes,No,No,Not Applicable,Too many ads,-11,18,26.330000000000002,0.00015689642728904042,be9a1866d2dba682,
15.0,M,City,Gold Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,13.0,32.359999999999985,8346.98,16.0,721.74,Yes,No,No,Not Applicable,Poor Customer Service,-11,18,2.022499999999999,0.001916860948510719,85b174d4a4c522af,
46.0,M,City,Gold Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,19.000000000000014,30.840000000000003,31397.39,22.0,787.41,No,Yes,Yes,Unsolved,Too many ads,-11,13,1.401818181818182,0.0007006951851730351,80d9154f7c759c32,
36.0,F,City,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,9.0,60.77000000000001,34085.4,20.0,638.35,Yes,No,Yes,Solved,Poor Customer Service,-11,22,3.0385000000000004,0.0005867614873230181,83c048041534ec25,
16.0,M,City,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11.0,133.67,40054.53,14.0,762.25,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,-11,14,9.547857142857142,0.0003495235120721676,a5f6704b528ee362,
23.0,M,Village,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Both,Mobile_Data,-999.0,303.01,9478.259999999998,29.0,682.06,No,Yes,Yes,No Information Available,Poor Product Quality,-11,5,10.448620689655172,0.00305963330822324,b4d51e7a01787ffc,
63.0,F,Village,Premium Membership,2025-04-01,No,Without Offers,Smartphone,Wi-Fi,8.000000000000014,336.95,3480.599999999995,18.0,738.48,Yes,No,Yes,Unsolved,No reason specified,-11,13,18.719444444444445,0.005171522151353223,aaa8b3942c220cbe,
39.0,F,City,Basic Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,-999.0,271.69,36480.35,28.0,542.33,Yes,No,No,Not Applicable,Too many ads,-11,1,9.703214285714285,0.0007675364956750689,b1a96975fa60fa67,
44.0,M,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,-999.0,166.42,24867.06,18.0,511.56,No,Yes,No,Not Applicable,No reason specified,-11,8,9.245555555555555,0.000723849140187863,87de1db617b51845,
11.0,F,City,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,31.03,39142.96,23.0,0.0,Yes,No,Yes,Solved in Follow-up,Poor Website,-11,21,1.3491304347826087,0.0005875896968445922,87c24adc681b56d4,
21.0,F,City,Gold Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,22.0,158.44,22197.25,22.0,714.65,No,Yes,Yes,No Information Available,Poor Customer Service,-11,12,7.201818181818182,0.0009911137640923988,80440ea39d9a7910,
29.0,M,City,Gold Membership,2025-04-01,No,Credit/Debit Card Offers,Both,Wi-Fi,5.0,469.41999999999996,9845.95,0.0,1186.6849724789886,No,Yes,Yes,Unsolved,Products always in Stock,-11,8,0.0,0.0,a37a90cc223aa38e,
16.0,M,City,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,9.0,422.18,29752.62,19.0,674.5,No,Yes,Yes,No Information Available,No reason specified,-11,12,22.22,0.0006385992225222518,a85c4d132f43192c,
31.0,F,Village,No Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,21.0,176.58,43484.41,18.0,563.29,No,Yes,Yes,Solved in Follow-up,No reason specified,-11,14,9.81,0.00041394145625984113,861f2f1151388f74,
53.0,F,City,Platinum Membership,2025-04-01,No,Without Offers,Smartphone,Fiber_Optic,20.0,257.86,19231.65,6.0,297.78376401370264,No,Yes,No,Not Applicable,No reason specified,-11,13,42.97666666666667,0.0003119857110544337,994ae07f8d0bf14a,
63.0,M,Village,No Membership,2025-04-01,No,Without Offers,Smartphone,Fiber_Optic,18.0,33.49000000000001,4177.139999999999,41.18518620779164,634.22,No,Yes,Yes,Unsolved,Too many ads,-11,8,0.8131564546298977,0.00985966144486219,9c12652c5b268528,
37.0,M,Village,Gold Membership,2025-04-01,No,Without Offers,Desktop,Fiber_Optic,2.0,0.0,9144.309999999998,11.0,783.49,No,Yes,No,Not Applicable,Quality Customer Care,-11,16,0.0,0.0012029338462934878,bf6458f5d6d6601a,
36.0,M,City,Platinum Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,17.0,89.92,1023.380000000001,14.0,758.4,No,Yes,Yes,Solved,User Friendly Website,-11,13,6.422857142857143,0.013680157908108411,a1aaf0dcf03fe99a,
35.0,F,City,Silver Membership,2025-04-01,No,Without Offers,Desktop,Fiber_Optic,17.0,281.91,3630.170000000002,24.0,786.03,Yes,Yes,No,Not Applicable,Poor Product Quality,-11,12,11.746250000000002,0.006611260629667478,a22822781ed85719,
15.0,F,Town,Platinum Membership,2025-04-01,Yes,Without Offers,Smartphone,Mobile_Data,11.0,237.94,35855.42,12.0,0.0,Yes,No,Yes,Solved,Poor Customer Service,-11,12,19.828333333333333,0.0003346774350990729,b768c81f1d317e64,
24.0,F,Village,Silver Membership,2025-04-01,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,16.0,1155.3878352761217,20181.05,16.0,647.04,Yes,No,Yes,Unsolved,Poor Customer Service,-11,11,72.2117397047576,0.0007928229700635002,b7ca97c840128740,
34.0,M,Village,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,13.0,33.120000000000005,67700.94,12.0,0.0,Yes,No,Yes,No Information Available,Reasonable Price,-11,6,2.7600000000000002,0.00017725012385352403,b6356476a24eead5,
33.0,M,Town,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,4.0,69.48999999999998,34298.43,25.0,612.05,Yes,No,No,Not Applicable,Too many ads,-11,11,2.7795999999999994,0.0007288963372375937,9b8da34700cca6db,
27.0,F,Town,No Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,5.0,31.75,4237.41,22.0,0.0,Yes,No,No,Not Applicable,Poor Product Quality,-11,18,1.4431818181818181,0.005191850682374375,87557402f48315a4,
17.0,M,Town,Silver Membership,2025-04-01,Yes,Without Offers,Desktop,Wi-Fi,5.0,33.43000000000001,21898.71,27.0,621.76,Yes,No,No,Not Applicable,Poor Website,-11,9,1.2381481481481484,0.001232949338111697,b3560c3e69c1e793,
16.0,F,City,Basic Membership,2025-04-01,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,95.39,39943.83,16.0,536.21,No,Yes,Yes,Solved in Follow-up,Poor Website,-11,15,5.961875,0.00040056248987640895,879e8ab7809e5305,
58.0,F,Town,No Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,3.0,64.85999999999999,7332.380000000001,16.0,0.0,Yes,No,No,Not Applicable,Poor Product Quality,-11,4,4.053749999999999,0.0021821018550593394,a5109d91d09f3f45,
21.0,F,Town,No Membership,2025-04-01,No,Credit/Debit Card Offers,Desktop,Wi-Fi,7.0,66.69,3017.1800000000003,8.0,698.62,No,Yes,No,Not Applicable,No reason specified,-11,11,8.33625,0.002651482510158492,a1feda60cfffe9fb,
26.0,F,Village,Platinum Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11.0,178.64,68448.53,31.15237422179625,1385.7669867827676,Yes,No,No,Not Applicable,Reasonable Price,-11,10,5.7343943908779735,0.00045512115777791357,bece5418d2347bb6,
28.0,M,City,Platinum Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,16.0,343.89,45754.57,53.08580673721301,771.0,No,Yes,Yes,No Information Available,Too many ads,-11,23,6.4780027117669094,0.001160229606293164,a6a9aeb175de2ad9,
15.0,F,City,Silver Membership,2025-04-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21.0,54.18000000000001,10433.55,9.0,1170.2459253822076,Yes,No,Yes,No Information Available,Poor Product Quality,-11,23,6.0200000000000005,0.0008626018948488291,b59ca023191f0023,
60.0,F,City,No Membership,2025-04-01,Yes,Without Offers,Smartphone,Fiber_Optic,-999.0,34.19,27732.01,20.0,603.39,No,Yes,Yes,No Information Available,Poor Website,-11,9,1.7094999999999998,0.0007211882586224367,8290be7b933597b0,
16.0,F,Village,No Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,17.0,37.390000000000015,3286.4799999999996,28.0,571.46,Yes,No,No,Not Applicable,Poor Customer Service,-11,2,1.3353571428571434,0.008519753657408535,b066ba501b99a5f2,
33.0,F,Town,Silver Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,6.0,107.79,37443.51,13.0,762.94,No,Yes,Yes,Unsolved,Poor Customer Service,-11,14,8.291538461538462,0.00034718967319036063,a34098642bdd56f6,
43.0,F,Town,Premium Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16.0,73.1,35896.43,12.0,783.58,Yes,No,No,Not Applicable,User Friendly Website,-11,19,6.091666666666666,0.00033429508171146824,94343321cdfba398,
16.0,M,City,Premium Membership,2025-04-01,Yes,Without Offers,Desktop,Mobile_Data,21.0,30.159999999999997,24504.25,9.0,707.65,No,Yes,Yes,Unsolved,Poor Website,-11,14,3.351111111111111,0.00036728322637909753,b065646d9c856277,
61.0,F,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,-999.0,65.68,37358.04,14.0,560.92,Yes,No,No,Not Applicable,Poor Customer Service,-11,18,4.691428571428572,0.00037475199448365064,8bc765fa1281e010,
10.0,M,Town,Gold Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12.0,139.94,14577.72,5.0,1019.6341509395488,No,Yes,Yes,Unsolved,No reason specified,-11,5,27.988,0.0003429891642863219,91045bcb83fe51b8,
33.0,M,Town,Basic Membership,2025-04-01,Yes,Without Offers,Both,Fiber_Optic,10.0,595.14,11790.57,26.0,624.8,Yes,No,Yes,Solved,No reason specified,-11,11,22.89,0.0022051520834022445,826a35c00c55a3fb,
44.0,F,Town,Premium Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17.0,31.319999999999993,25992.1,6.0,797.52,Yes,No,Yes,Unsolved,Poor Product Quality,-11,4,5.219999999999999,0.0002308393704240904,b7560277fb9cf320,
58.0,F,City,Gold Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,-999.0,155.61,21994.44,37.68112236711109,741.04,No,Yes,Yes,No Information Available,Poor Website,-11,18,4.129654060830732,0.0017132112646246547,b8aae09ccce7721a,
64.0,M,Town,Platinum Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,1.0,584.53,91096.02000000002,12.0,753.5,Yes,Yes,No,Not Applicable,Reasonable Price,-11,17,48.71083333333333,0.00013172913591614647,91faabf06ebc260e,
25.0,M,Town,Gold Membership,2025-04-01,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,7.0,351.52,44656.2,7.0,0.0,Yes,No,No,Not Applicable,Reasonable Price,-11,15,50.21714285714285,0.000156753149618642,86ca613947e25195,
32.0,F,City,Basic Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,24.0,1306.2617685131806,31828.89,10.0,0.0,Yes,No,Yes,Unsolved,No reason specified,-11,10,130.62617685131806,0.0003141799792578378,9fdd3943ad58470e,
37.0,F,Town,Premium Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,4.0,129.21,73308.73,15.0,773.91,Yes,No,No,Not Applicable,Reasonable Price,-11,11,8.614,0.0002046141025768691,99a4a8ab33fa269d,
28.0,M,Town,Basic Membership,2025-04-01,Yes,Without Offers,Smartphone,Mobile_Data,5.0,859.76,47622.59,18.0,541.33,No,Yes,Yes,Unsolved,Too many ads,-11,10,47.76444444444444,0.00037797188267164807,95328fda70624458,
51.0,F,Town,Platinum Membership,2025-04-01,No,Gift Vouchers/Coupons,Both,Mobile_Data,10.0,371.88,30158.99,11.0,0.0,No,Yes,No,Not Applicable,Reasonable Price,-11,14,33.807272727272725,0.0003647336996364931,888232c469b61cea,
38.0,F,City,Silver Membership,2025-04-01,No,Without Offers,Smartphone,Mobile_Data,20.0,137.84,27971.52,19.0,212.5628205750064,No,Yes,No,Not Applicable,Poor Customer Service,-11,12,7.254736842105263,0.0006792623354040109,827ec3ce4589ddf4,
42.0,M,City,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6.0,103.75,35914.16,11.0,810.32,No,Yes,No,Not Applicable,Reasonable Price,-11,15,9.431818181818182,0.00030628587721388996,ab6943458230e8fe,
15.0,F,Town,Platinum Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,4.0,33.79999999999998,46618.39,29.0,752.66,Yes,No,Yes,No Information Available,No reason specified,-11,4,1.1655172413793098,0.0006220721050212159,bb8ce9994f473b94,
39.0,M,City,No Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10.0,734.25,19722.67,19.0,515.32,Yes,Yes,No,Not Applicable,Poor Product Quality,-11,14,38.64473684210526,0.0009633584093837194,8429dec823daebac,
60.0,F,Town,Platinum Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22.0,53.77000000000001,65171.649999999994,17.0,764.31,No,Yes,No,Not Applicable,Quality Customer Care,-11,20,3.162941176470589,0.00026084961789367005,ba19d2a33eb08a21,
44.0,M,Town,Basic Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22.0,0.0,49456.07,0.0,565.84,No,Yes,No,Not Applicable,Poor Website,-11,15,0.0,0.0,89c99fbc3be156a6,
42.0,F,City,Basic Membership,2025-04-01,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16.0,31.49000000000001,22956.56,8.0,504.89,Yes,No,Yes,No Information Available,No reason specified,-11,11,3.936250000000001,0.00034848426767773564,9f7afda9767bdad9,
21.0,M,City,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,16.0,33.79999999999998,30950.48,13.0,699.11,Yes,No,No,Not Applicable,No reason specified,-11,21,2.5999999999999988,0.0004200257960458125,a42ca2588cfaa1c7,
30.0,M,City,No Membership,2025-04-01,Yes,Without Offers,Desktop,Fiber_Optic,15.0,349.02,20103.58,6.0,651.18,Yes,No,No,Not Applicable,Poor Product Quality,-11,10,58.169999999999995,0.00029845430515360944,b944277ccf58f3a3,
58.0,M,City,Basic Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,19.000000000000014,0.0,7614.880000000001,29.0,202.31792577918804,Yes,No,No,Not Applicable,Poor Customer Service,-11,5,0.0,0.0038083331582375556,a594feaffc78b36b,
59.0,F,Town,Silver Membership,2025-04-01,Yes,Without Offers,Desktop,Wi-Fi,12.0,62.91,17743.730000000003,5.0,715.84,Yes,No,Yes,No Information Available,Poor Product Quality,-11,4,12.581999999999999,0.0002817896800729046,a1a7c5ca940f8ce0,
21.0,F,Village,Platinum Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,22.0,33.91,74321.1,18.0,751.58,Yes,No,No,Not Applicable,Products always in Stock,-11,20,1.8838888888888887,0.0002421923249252231,a19d80ff9a7491ba,
59.0,M,City,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,9.0,41.16999999999999,7884.240000000002,26.0,0.0,No,Yes,Yes,Unsolved,Poor Website,-11,4,1.583461538461538,0.003297717979158422,bfa6bd111bd5f765,
35.0,F,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,12.0,43.629999999999995,45358.08,23.0,598.59,No,Yes,No,Not Applicable,No reason specified,-11,18,1.8969565217391302,0.0005070761372615419,9901b51883da7d24,
31.0,F,Village,Premium Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,8.000000000000014,186.68,6720.970000000001,10.0,722.44,Yes,No,Yes,Solved,Poor Website,-11,2,18.668,0.0014878804696345912,a966f78d4543446f,
49.0,M,City,Silver Membership,2025-04-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16.0,243.58,42784.18,20.0,675.24,Yes,No,No,Not Applicable,No reason specified,-11,19,12.179,0.0004674625060010499,9b742fc8da67bc4b,
15.0,M,Town,Silver Membership,2025-04-01,Yes,Without Offers,Smartphone,Wi-Fi,14.0,143.88,26396.9,23.0,770.28,Yes,No,No,Not Applicable,Too many ads,-11,17,6.2556521739130435,0.0008713144346495232,9687c75fef1adc2c,
29.0,M,Town,Premium Membership,2025-04-01,Yes,Without Offers,Both,Wi-Fi,9.0,222.9,3444.3499999999985,22.0,702.84,No,Yes,No,Not Applicable,No reason specified,-11,8,10.131818181818183,0.0063872719090684775,8c8d2d1b2bf89516,
42.0,F,City,Silver Membership,2025-04-01,Yes,Without Offers,Desktop,Fiber_Optic,10.0,171.83,99455.79,17.0,759.55,No,Yes,Yes,No Information Available,User Friendly Website,-11,5,10.107647058823531,0.00017093021934670672,8af6bb04368eee5a,
64.0,F,City,Gold Membership,2025-04-01,No,Without Offers,Smartphone,Fiber_Optic,22.0,168.76,22163.6,5.0,731.54,No,Yes,Yes,Solved,Products always in Stock,-11,20,33.751999999999995,0.00022559511992636578,98dcb02548793ef2,
52.0,M,City,Gold Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18.0,34.849999999999994,25748.05,16.0,0.0,No,Yes,Yes,Solved in Follow-up,No reason specified,-11,10,2.1781249999999996,0.0006214062812523667,a4ee271f43686d0e,
51.0,M,Village,Gold Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7.0,115.56,24767.14,14.0,756.12,Yes,No,No,Not Applicable,Poor Website,-11,1,8.254285714285714,0.0005652651052967763,a85511b417927b63,
45.0,M,City,Gold Membership,2025-04-01,No,Without Offers,Smartphone,Mobile_Data,20.0,38.68000000000001,38584.55,3.0000000000000018,806.81,Yes,No,Yes,No Information Available,Quality Customer Care,-11,23,12.893333333333327,7.775132792788828e-05,92e364a21edec883,
62.0,M,City,Silver Membership,2025-04-01,Yes,Without Offers,Desktop,Wi-Fi,11.0,150.77,46973.57,29.0,763.25,No,Yes,No,Not Applicable,Too many ads,-11,9,5.19896551724138,0.0006173684478314082,be4e792b4d4d7fd8,
22.0,M,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18.0,36.52000000000001,41719.64,27.0,676.75,Yes,No,Yes,Unsolved,Poor Product Quality,-11,2,1.352592592592593,0.0006471772047889195,841d2fa7a29fc44f,
31.0,F,City,Platinum Membership,2025-04-01,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.0,1406.77,21986.89,14.0,760.58,Yes,No,Yes,Unsolved,Poor Customer Service,-11,11,100.48357142857142,0.0006367430773520039,89cad17187598b1b,
60.0,F,City,Basic Membership,2025-04-01,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,5.0,182.33,13149.630000000001,18.0,179.80609257683108,No,Yes,No,Not Applicable,Poor Customer Service,-11,10,10.129444444444445,0.0013688598082227407,b881df9ae17966ca,
23.0,M,City,Silver Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,25.0,83.14,48979.72,8.0,739.53,No,Yes,No,Not Applicable,Poor Customer Service,-11,8,10.3925,0.00016333290594556276,aaab7d7246bbba6c,
61.0,M,Town,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20.0,33.629999999999995,16374.149999999998,0.0,759.14,Yes,No,Yes,No Information Available,Poor Website,-11,21,0.0,0.0,9965f2d539033a19,
57.0,F,Town,Platinum Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,10.0,113.78,41352.5,11.0,740.85,No,Yes,Yes,Unsolved,Poor Customer Service,-11,22,10.343636363636364,0.00026600568284867906,83bf9873a841b9af,
28.0,M,City,No Membership,2025-04-01,Yes,Without Offers,Desktop,Mobile_Data,23.0,32.66,42666.23,26.0,567.24,No,Yes,No,Not Applicable,Too many ads,-11,9,1.256153846153846,0.0006093812366360936,93d0d550e45931cb,
59.0,M,Village,Gold Membership,2025-04-02,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,5.0,1428.6383487535693,87961.45,0.0,219.52119100448795,Yes,Yes,Yes,Unsolved,Products always in Stock,-11,14,0.0,0.0,b8b332d81c029053,
35.0,M,City,Basic Membership,2025-04-02,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,1047.6963557304111,19529.71,9.0,709.71,Yes,No,Yes,Unsolved,Poor Customer Service,-11,22,116.41070619226791,0.0004608363360234228,a081c20a4640fdc3,
14.0,F,Town,Premium Membership,2025-04-02,No,Gift Vouchers/Coupons,Both,Fiber_Optic,5.0,406.14,81072.20999999999,17.0,846.58,Yes,Yes,Yes,Solved in Follow-up,Products always in Stock,-11,5,23.890588235294118,0.00020968960880676625,9f323e557738cc27,
49.0,F,Town,Platinum Membership,2025-04-02,No,Without Offers,Smartphone,Mobile_Data,14.0,110.39000000000001,35786.66,13.0,788.96,Yes,No,Yes,No Information Available,Too many ads,-11,7,8.491538461538463,0.00036326385306703667,8de94e3b07bdf084,
23.0,M,Town,Gold Membership,2025-04-02,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20.0,62.130000000000024,23404.51,15.0,611.72,Yes,No,No,Not Applicable,No reason specified,-11,9,4.142000000000001,0.0006409021167287844,87b69be686d08219,
45.0,F,Town,Basic Membership,2025-04-02,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8.0,1675.34,40126.57,0.0,655.41,Yes,No,No,Not Applicable,Poor Product Quality,-11,1,0.0,0.0,91596601266a39bc,
