user_id,age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback
8af6bb04368eee5a,42,F,City,Silver Membership,2025-04-01,Yes,Without Offers,Desktop,Fiber_Optic,05:39:37,10,171.83,99455.79,17.0,759.55,No,Yes,Yes,No Information Available,User Friendly Website
98dcb02548793ef2,64,F,City,Gold Membership,2025-04-01,No,Without Offers,Smartphone,Fiber_Optic,20:02:13,22,168.76,22163.6,5.0,731.54,No,Yes,Yes,Solved,Products always in Stock
a4ee271f43686d0e,52,M,City,Gold Membership,2025-04-01,Yes,Gift Vouchers/Coupons,,Wi-Fi,10:07:52,18,34.85,25748.05,16.0,0.0,No,Yes,Yes,Solved in Follow-up,No reason specified
a85511b417927b63,51,M,Village,Gold Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:49:36,7,115.56,24767.14,14.0,756.12,Yes,No,No,Not Applicable,Poor Website
92e364a21edec883,45,M,City,Gold Membership,2025-04-01,,Without Offers,Smartphone,Mobile_Data,23:39:19,20,38.68,38584.55,3.0,806.81,Yes,No,Yes,No Information Available,Quality Customer Care
be4e792b4d4d7fd8,62,M,,Silver Membership,2025-04-01,Yes,Without Offers,Desktop,Wi-Fi,09:16:56,11,150.77,46973.57,29.0,763.25,No,Yes,No,Not Applicable,Too many ads
841d2fa7a29fc44f,22,M,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:07:37,18,36.52,41719.64,27.0,676.75,Yes,No,Yes,Unsolved,Poor Product Quality
89cad17187598b1b,31,F,City,Platinum Membership,2025-04-01,,Credit/Debit Card Offers,,Fiber_Optic,11:16:27,4,1406.77,21986.89,14.0,760.58,Yes,No,Yes,Unsolved,Poor Customer Service
b881df9ae17966ca,60,F,City,Basic Membership,2025-04-01,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:23:37,5,182.33,13149.63,18.0,179.80609257683102,No,Yes,No,Not Applicable,Poor Customer Service
aaab7d7246bbba6c,23,M,City,Silver Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,08:40:20,25,83.14,48979.72,8.0,739.53,No,Yes,No,Not Applicable,Poor Customer Service
9965f2d539033a19,61,M,Town,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:46:46,20,33.63,16374.15,0.0,759.14,Yes,No,Yes,No Information Available,Poor Website
83bf9873a841b9af,57,F,Town,Platinum Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:25:07,10,113.78,41352.5,11.0,740.85,No,Yes,Yes,Unsolved,Poor Customer Service
93d0d550e45931cb,28,M,City,No Membership,2025-04-01,Yes,Without Offers,,Mobile_Data,09:09:37,23,32.66,42666.23,26.0,567.24,No,Yes,No,Not Applicable,Too many ads
b8b332d81c029053,59,M,Village,Gold Membership,2025-04-02,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:36:36,5,1428.6383487535693,87961.45,0.0,219.52119100448795,Yes,Yes,Yes,Unsolved,Products always in Stock
a081c20a4640fdc3,35,M,City,Basic Membership,2025-04-02,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,22:48:44,13,1047.6963557304111,19529.71,9.0,709.71,Yes,No,Yes,Unsolved,Poor Customer Service
9f323e557738cc27,14,F,,Premium Membership,2025-04-02,No,Gift Vouchers/Coupons,Both,Fiber_Optic,05:57:51,5,406.14,81072.21,17.0,846.58,Yes,Yes,Yes,Solved in Follow-up,Products always in Stock
8de94e3b07bdf084,49,F,Town,Platinum Membership,2025-04-02,No,Without Offers,Smartphone,Mobile_Data,07:58:40,14,110.39,35786.66,13.0,788.96,Yes,No,Yes,No Information Available,Too many ads
87b69be686d08219,23,M,Town,Gold Membership,2025-04-02,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,09:37:07,20,62.13,23404.51,15.0,611.72,Yes,No,No,Not Applicable,No reason specified
91596601266a39bc,45,F,Town,Basic Membership,2025-04-02,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,01:32:00,8,1675.34,40126.57,0.0,655.41,Yes,No,No,Not Applicable,Poor Product Quality
b9167afa07550cc3,55,F,,No Membership,2025-04-02,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,09:43:45,20,48.22,27331.14,0.0,519.57,No,Yes,No,Not Applicable,Poor Product Quality
94597783543433ba,10,F,Village,Premium Membership,2025-04-02,No,Without Offers,,Wi-Fi,21:41:17,8,114.95,88054.16,10.0,357.63290500031235,Yes,No,No,Not Applicable,Quality Customer Care
87bb6477d2ee090f,60,F,City,Gold Membership,2025-04-02,,Gift Vouchers/Coupons,Desktop,Wi-Fi,16:55:50,16,83.08,20658.87,17.0,712.32,No,Yes,No,Not Applicable,Poor Customer Service
94684153fb0a5fdc,40,F,City,No Membership,2025-04-02,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18:10:20,10,685.34,45850.85,19.0,581.4677191613781,No,Yes,Yes,Unsolved,No reason specified
aabd0063baec107a,11,M,Town,Gold Membership,2025-04-02,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:47:29,-999,126.3,11211.42,21.0,795.59,Yes,No,Yes,Solved in Follow-up,Poor Product Quality
a9be40449654643f,14,F,Village,Silver Membership,2025-04-02,,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:37:19,-999,58.17,42861.47,6.0,693.03,Yes,No,Yes,No Information Available,Poor Customer Service
840a6e8ecb54ab78,10,M,Town,Premium Membership,2025-04-02,,Without Offers,Smartphone,Fiber_Optic,19:57:52,14,122.56,28671.29,36.97817008954775,718.18,No,Yes,Yes,Solved in Follow-up,Too many ads
980affd509076313,18,F,Village,No Membership,2025-04-02,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20:52:22,20,69.74,11662.38,15.0,603.98,Yes,No,Yes,Solved in Follow-up,Too many ads
83caeba58ae765df,10,M,,No Membership,2025-04-02,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,08:11:14,22,31.23,4597.48,13.0,0.0,No,Yes,Yes,Solved,Too many ads
b07c4fce720eb745,37,F,Village,Silver Membership,2025-04-02,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,06:23:59,16,589.78,15372.61,25.0,761.99,No,Yes,No,Not Applicable,Poor Website
ada43af60db61dbf,33,F,City,Platinum Membership,2025-04-02,Yes,Credit/Debit Card Offers,,Mobile_Data,03:17:32,8,307.04,12323.61,0.0,734.28,No,Yes,Yes,Solved,Too many ads
97589b07774d5da7,18,M,Town,Platinum Membership,2025-04-02,Yes,Credit/Debit Card Offers,,Mobile_Data,15:59:07,7,644.68,44819.67,5.0,727.62,No,Yes,Yes,No Information Available,Poor Website
a0d7225825900930,46,M,,Premium Membership,2025-04-02,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20:40:49,17,58.4,7599.67,0.0,1131.5636878363257,Yes,No,No,Not Applicable,Poor Website
90771f3299aef796,42,M,Town,Silver Membership,2025-04-02,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:14:53,7,31.12,13906.13,13.0,618.22,Yes,No,Yes,No Information Available,Poor Customer Service
b6c0d987ed463df3,13,F,Town,Premium Membership,2025-04-02,Yes,Without Offers,Smartphone,Fiber_Optic,15:04:12,8,63.77,26452.01,28.0,377.0341154916396,No,Yes,Yes,Unsolved,Poor Website
8f1c1b19ea7245a0,33,M,Town,Silver Membership,2025-04-02,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:20:57,14,236.68,36547.06,6.0,675.12,Yes,No,Yes,Solved in Follow-up,No reason specified
8e5e748368d73d97,46,F,City,No Membership,2025-04-02,Yes,Credit/Debit Card Offers,,Mobile_Data,01:17:36,6,883.64,35069.02,15.0,615.43,Yes,No,Yes,Solved in Follow-up,No reason specified
bf8be08f4091b8c2,53,M,City,Basic Membership,2025-04-02,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,11:59:23,15,390.96,39568.09,12.0,661.95,Yes,No,Yes,Solved in Follow-up,Too many ads
a5e5fd80d7b39a2b,33,F,Town,Silver Membership,2025-04-02,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,06:53:00,12,1363.055390063853,33225.07,5.0,624.46,Yes,No,No,Not Applicable,Poor Product Quality
936ee2ed6ff2da65,60,F,City,Basic Membership,2025-04-02,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,06:07:18,8,221.82,5154.64,6.0,580.87,Yes,No,Yes,Unsolved,Poor Product Quality
86b3d0b018dc7923,38,F,Town,Silver Membership,2025-04-02,No,Without Offers,Desktop,Fiber_Optic,16:52:16,16,936.125161328928,39972.67,21.0,766.01,No,Yes,No,Not Applicable,Poor Website
acb937133b03a94b,15,M,City,Silver Membership,2025-04-02,,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14:59:50,8,35.9,24840.58,0.0,700.26,Yes,No,Yes,Solved in Follow-up,User Friendly Website
93893802ea4634cd,44,F,Town,No Membership,2025-04-02,Yes,Without Offers,Both,Fiber_Optic,11:41:44,21,553.11,21688.06,15.0,708.55,No,Yes,Yes,Solved,Poor Customer Service
